ticker,business_date,price
NVDA,2016-10-20,1.666068196296692
NVDA,2016-10-21,1.661394476890564
NVDA,2016-10-24,1.7393720149993896
NVDA,2016-10-25,1.7679067850112915
NVDA,2016-10-26,1.7750402688980103
NVDA,2016-10-27,1.7386338710784912
NVDA,2016-10-28,1.7356823682785034
NVDA,2016-10-31,1.7504416704177856
NVDA,2016-11-01,1.6985385417938232
NVDA,2016-11-02,1.691404938697815
NVDA,2016-11-03,1.671725869178772
NVDA,2016-11-04,1.6621325016021729
NVDA,2016-11-07,1.7531474828720093
NVDA,2016-11-08,1.7504416704177856
NVDA,2016-11-09,1.7209229469299316
NVDA,2016-11-10,1.667051911354065
NVDA,2016-11-11,2.163944959640503
NVDA,2016-11-14,2.0574331283569336
NVDA,2016-11-15,2.120159387588501
NVDA,2016-11-16,2.253976821899414
NVDA,2016-11-17,2.2726712226867676
NVDA,2016-11-18,2.2965314388275146
NVDA,2016-11-21,2.287184715270996
NVDA,2016-11-22,2.3036653995513916
NVDA,2016-11-23,2.314997911453247
NVDA,2016-11-25,2.3196797370910645
NVDA,2016-11-28,2.3184468746185303
NVDA,2016-11-29,2.297260046005249
NVDA,2016-11-30,2.271393299102783
NVDA,2016-12-01,2.15905499458313
NVDA,2016-12-02,2.1790099143981934
NVDA,2016-12-05,2.263510227203369
NVDA,2016-12-06,2.3007094860076904
NVDA,2016-12-07,2.342097043991089
NVDA,2016-12-08,2.3029260635375977
NVDA,2016-12-09,2.2620315551757812
NVDA,2016-12-12,2.2070939540863037
NVDA,2016-12-13,2.246019124984741
NVDA,2016-12-14,2.376093626022339
NVDA,2016-12-15,2.431769609451294
NVDA,2016-12-16,2.4736506938934326
NVDA,2016-12-19,2.5037059783935547
NVDA,2016-12-20,2.5909152030944824
NVDA,2016-12-21,2.607175350189209
NVDA,2016-12-22,2.6387083530426025
NVDA,2016-12-23,2.7044856548309326
NVDA,2016-12-27,2.890237331390381
NVDA,2016-12-28,2.6914284229278564
NVDA,2016-12-29,2.745133876800537
NVDA,2016-12-30,2.629593849182129
NVDA,2017-01-03,2.5130674839019775
NVDA,2017-01-04,2.571699380874634
NVDA,2017-01-05,2.506416082382202
NVDA,2017-01-06,2.53991961479187
NVDA,2017-01-09,2.6428966522216797
NVDA,2017-01-10,2.6229424476623535
NVDA,2017-01-11,2.590669631958008
NVDA,2017-01-12,2.5482964515686035
NVDA,2017-01-13,2.54805064201355
NVDA,2017-01-17,2.4908957481384277
NVDA,2017-01-18,2.5362250804901123
NVDA,2017-01-19,2.590669631958008
NVDA,2017-01-20,2.56233811378479
NVDA,2017-01-23,2.588945150375366
NVDA,2017-01-24,2.644127607345581
NVDA,2017-01-25,2.655461072921753
NVDA,2017-01-26,2.701282501220703
NVDA,2017-01-27,2.753509998321533
NVDA,2017-01-30,2.710397720336914
NVDA,2017-01-31,2.689704418182373
NVDA,2017-02-01,2.8072152137756348
NVDA,2017-02-02,2.8426907062530518
NVDA,2017-02-03,2.8178088665008545
NVDA,2017-02-06,2.8899905681610107
NVDA,2017-02-07,2.9348273277282715
NVDA,2017-02-08,2.922016143798828
NVDA,2017-02-09,2.867079734802246
NVDA,2017-02-10,2.7990853786468506
NVDA,2017-02-13,2.6699955463409424
NVDA,2017-02-14,2.6798501014709473
NVDA,2017-02-15,2.685269832611084
NVDA,2017-02-16,2.642158269882202
NVDA,2017-02-17,2.641664743423462
NVDA,2017-02-21,2.7362654209136963
NVDA,2017-02-22,2.732072114944458
NVDA,2017-02-23,2.478745937347412
NVDA,2017-02-24,2.5026724338531494
NVDA,2017-02-27,2.575438976287842
NVDA,2017-02-28,2.5031654834747314
NVDA,2017-03-01,2.5354790687561035
NVDA,2017-03-02,2.44199275970459
NVDA,2017-03-03,2.4279327392578125
NVDA,2017-03-06,2.409186363220215
NVDA,2017-03-07,2.435579299926758
NVDA,2017-03-08,2.4311397075653076
NVDA,2017-03-09,2.4306459426879883
NVDA,2017-03-10,2.444952964782715
NVDA,2017-03-13,2.5122926235198975
NVDA,2017-03-14,2.5105655193328857
NVDA,2017-03-15,2.5295588970184326
NVDA,2017-03-16,2.560638904571533
NVDA,2017-03-17,2.6163859367370605
NVDA,2017-03-20,2.699759006500244
NVDA,2017-03-21,2.6124379634857178
NVDA,2017-03-22,2.6657185554504395
NVDA,2017-03-23,2.641545057296753
NVDA,2017-03-24,2.65091872215271
NVDA,2017-03-27,2.670158624649048
NVDA,2017-03-28,2.6563453674316406
NVDA,2017-03-29,2.647712230682373
NVDA,2017-03-30,2.6985244750976562
NVDA,2017-03-31,2.686931848526001
NVDA,2017-04-03,2.6733648777008057
NVDA,2017-04-04,2.485898971557617
NVDA,2017-04-05,2.4673995971679688
NVDA,2017-04-06,2.485405921936035
NVDA,2017-04-07,2.474799156188965
NVDA,2017-04-10,2.4116523265838623
NVDA,2017-04-11,2.420285940170288
NVDA,2017-04-12,2.400306224822998
NVDA,2017-04-13,2.3554131984710693
NVDA,2017-04-17,2.4476659297943115
NVDA,2017-04-18,2.449145793914795
NVDA,2017-04-19,2.4587652683258057
NVDA,2017-04-20,2.49773907661438
NVDA,2017-04-21,2.508098840713501
NVDA,2017-04-24,2.53942608833313
NVDA,2017-04-25,2.583578586578369
NVDA,2017-04-26,2.5658185482025146
NVDA,2017-04-27,2.605778932571411
NVDA,2017-04-28,2.572726011276245
NVDA,2017-05-01,2.6304454803466797
NVDA,2017-05-02,2.5524988174438477
NVDA,2017-05-03,2.5714917182922363
NVDA,2017-05-04,2.5616257190704346
NVDA,2017-05-05,2.5618722438812256
NVDA,2017-05-08,2.5349855422973633
NVDA,2017-05-09,2.5391783714294434
NVDA,2017-05-10,2.9918105602264404
NVDA,2017-05-11,3.120323419570923
NVDA,2017-05-12,3.1546101570129395
NVDA,2017-05-15,3.312969923019409
NVDA,2017-05-16,3.374636173248291
NVDA,2017-05-17,3.150416851043701
NVDA,2017-05-18,3.282384157180786
NVDA,2017-05-19,3.358189582824707
NVDA,2017-05-22,3.4297983646392822
NVDA,2017-05-23,3.3836236000061035
NVDA,2017-05-24,3.42164945602417
NVDA,2017-05-25,3.4139950275421143
NVDA,2017-05-26,3.502394199371338
NVDA,2017-05-30,3.5772135257720947
NVDA,2017-05-31,3.564373016357422
NVDA,2017-06-01,3.564619302749634
NVDA,2017-06-02,3.546840190887451
NVDA,2017-06-05,3.654747724533081
NVDA,2017-06-06,3.6382031440734863
NVDA,2017-06-07,3.6821558475494385
NVDA,2017-06-08,3.9493300914764404
NVDA,2017-06-09,3.6940088272094727
NVDA,2017-06-12,3.7031447887420654
NVDA,2017-06-13,3.738454818725586
NVDA,2017-06-14,3.746356964111328
NVDA,2017-06-15,3.7624073028564453
NVDA,2017-06-16,3.7438879013061523
NVDA,2017-06-19,3.8846359252929688
NVDA,2017-06-20,3.878955841064453
NVDA,2017-06-21,3.9377241134643555
