ticker,business_date,price,price_return,ma7,ma21,lagged_return
SPY,2021-12-17,441.5894775390625,-0.010642935595949643,446.39528111049106,444.10552397228423,-0.008818572832669291
NVDA,2017-09-20,4.592906475067139,-0.008060314567297722,4.414081505366734,4.2059285300118585,-0.0010658750050922539
BTC-USD,2019-10-22,8078.203125,-0.020078018662405217,8093.886858258928,8231.992001488095,0.002632251578733369
NVDA,2024-08-21,128.489013671875,0.009823243732493214,123.90511540004185,113.23650323776971,-0.021153836898463174
SOXL,2021-05-14,31.27008056640625,0.08864638943798653,31.58486693246024,35.86268424987793,0.04265910889464464
NVDA,2019-06-24,3.7942707538604736,0.005930532794125698,3.743034907749721,3.6193561326889765,-0.015184968488473172
ORCL,2017-09-26,42.7585563659668,-0.0010424579942098777,42.87583432878767,44.64172054472424,-0.003945126505565222
QQQ,2018-07-17,172.87498474121094,0.0060831902440201535,171.1707305908203,167.97505623953683,-0.0023937697670270985
ORCL,2019-05-14,49.68647384643555,0.0131011564121859,49.73761476789202,50.15111378261021,-0.022323725193695743
NVDA,2022-06-07,18.899093627929688,0.007452156391372533,18.805657250540598,17.639556975591752,0.0035256593393138136
TQQQ,2018-04-05,11.60471534729004,0.01570989776646825,11.203195299421038,12.843112491426014,0.04729225242501012
SPY,2021-11-09,447.2297668457031,-0.0033052167512286346,445.41847446986606,435.4085199265253,0.0008535906248794412
TQQQ,2020-10-09,34.14091110229492,0.04448880783350706,32.223185130528044,30.657918021792458,0.01472270538815268
NVDA,2023-07-12,43.88510513305664,0.03530248278923076,42.52976989746094,42.15067836216518,0.005334308997991366
ORCL,2018-03-12,47.57289505004883,-0.0013211667685155692,46.61320986066546,45.379889170328774,0.016113285699964397
SOXL,2022-08-26,15.676474571228027,-0.1728777246947648,17.81786850520543,19.343098912920272,0.10970700916345999
SPY,2020-05-11,273.6966552734375,0.00020520479661745306,268.60634068080356,265.7706705729167,0.016546302097043997
NVDA,2024-08-23,129.3589324951172,0.045498611311683756,126.60345567975726,114.50210934593564,-0.03704283846769196
TQQQ,2019-08-02,14.928528785705566,-0.04576369155052307,16.17211123875209,16.25112329210554,-0.014024424803845359
SPY,2020-07-08,297.1562805175781,0.007648520325391761,293.03712681361606,291.0141979399182,-0.01031349011594418
ORCL,2020-08-21,51.78058242797851,-0.0012666298977338508,51.4736442565918,51.74305034819103,-0.016725994378535614
BTC-USD,2017-04-20,1229.0799560546875,0.015525135616866192,1195.4214390345983,1167.1162051246279,-0.0011389279529591123
TQQQ,2019-03-18,13.496675491333008,0.009038308232783843,12.910855157034737,12.518811589195614,0.0248240017179866
SPY,2020-11-24,342.73248291015625,0.01611373292703222,338.78555733816967,328.9735296340216,0.005994245953494959
TQQQ,2022-07-11,25.270565032958984,-0.06382214092242211,25.155805860246932,24.58661751520066,0.004682984203748797
BTC-USD,2021-01-11,35566.65625,-0.07273315912449108,37880.44140625,31040.13402157738,-0.047152573214749416
NVDA,2018-10-22,5.728636741638184,0.008945178125469022,5.913358075278146,6.4228408223106745,-0.04325127995065248
SOXL,2021-11-30,63.33342361450195,-0.05467022877553074,64.3715100969587,60.96483539399647,0.11471378297132362
NVDA,2020-06-16,9.040788650512695,-0.011472913548611352,8.999379430498395,8.837718645731607,0.027008123876941514
NVDA,2023-10-09,45.25930404663086,-0.01068583425487335,44.495395115443635,43.73048346383231,0.024033339857032043
SPY,2023-01-23,390.9455261230469,0.011998545180840203,386.13052804129467,378.69799368722096,0.018629107068480755
ORCL,2019-05-10,50.16378402709961,0.007373206721737802,49.977583748953684,50.18302227201916,0.004815598101040486
BTC-USD,2017-02-28,1179.969970703125,0.0,1160.9742606026787,1073.8318946475074,0.012675952755057507
BTC-USD,2019-10-25,8660.7001953125,0.15576341830619223,8028.774762834822,8175.319963727678,-0.002818899590176671
TQQQ,2018-02-05,11.545958518981934,-0.11543426762252174,13.70647702898298,13.431438809349423,-0.061081647907598846
TQQQ,2019-08-23,13.49178981781006,-0.09153094910167492,14.398821558271136,14.82935891832624,-0.009677380377762002
ORCL,2022-03-03,75.12718200683594,-0.00038321585610168185,72.9861831665039,75.3169195992606,0.02986423267373306
ORCL,2019-06-19,48.355506896972656,-0.004158757260856127,48.96263831002371,48.412766411190944,-0.004328952520676443
NVDA,2021-11-05,29.701011657714844,-0.0016442346961346166,26.93761089869908,23.768623079572404,0.12042286857872675
SPY,2020-09-25,310.1878967285156,0.01616681302966616,309.67310006277904,318.2616431826637,0.0026656145348165072
ORCL,2024-03-15,124.50389862060548,7.972950066292839e-05,119.74917602539062,113.60884820847284,7.967456494961667e-05
ORCL,2018-08-23,44.3853645324707,0.003278511830519637,43.88934653145926,43.78099169049944,0.008056307666899798
SPY,2018-04-25,237.1423797607422,0.00247157881102833,240.2072296142578,237.66027032761346,-0.013467280275512916
BTC-USD,2024-07-27,67813.3359375,-0.0014537411892032726,66934.60044642857,63049.82012648809,0.032455548053117234
BTC-USD,2020-10-12,11555.36328125,0.01503679807902314,11069.91782924107,10799.96716889881,0.0077742124166433335
TQQQ,2019-07-15,16.706308364868164,0.008468382334146929,16.195606776646205,15.415618033636184,0.01677544398201425
SOXL,2021-09-27,46.70435333251953,-0.005422332954102771,45.280130113874165,45.79544485182989,-0.003118671815567353
BTC-USD,2019-09-25,8486.9931640625,-0.015494717619790932,9625.007114955357,10099.261393229166,-0.1139604136496184
ORCL,2018-02-14,44.47032165527344,0.019798080884867897,43.542750767299104,45.04971785772415,0.007061307236020609
QQQ,2022-08-29,299.76220703125,-0.00985547123305186,309.3126656668527,315.9910394577753,-0.04098826260762367
QQQ,2021-05-24,325.24676513671875,0.016818936401625795,319.1528756277902,322.85309128534226,-0.005534674784012594
SOXL,2022-10-03,9.546904563903809,0.09480799680306351,9.478009360177177,11.374093055725096,-0.0462862939079689
NVDA,2019-03-15,4.215712070465088,0.02567080531906285,3.998944418770926,3.9194125675019764,-0.018147335183955393
QQQ,2019-05-09,178.341064453125,-0.005383108542860615,181.30287606375558,181.44627671014695,-0.0025236937416877048
ORCL,2022-06-14,68.16331481933594,0.10413744032047823,67.21736199515206,67.7226949419294,-0.04602325057167933
NVDA,2019-09-27,4.2732157707214355,-0.03146480850275557,4.351441723959787,4.390122776939755,-0.004993572533587454
SPY,2023-05-12,403.1734313964844,-0.0013103505675351457,402.73546927315846,403.13708641415553,-0.001744011605513962
TQQQ,2018-02-28,13.379467010498049,-0.020101507384307604,13.352560860770089,12.749248186747232,-0.0358074673076485
NVDA,2019-11-29,5.396250247955322,-0.006873056397342148,5.351686954498291,5.229138011024112,0.0064561145665333886
SPY,2024-10-16,582.2999877929688,0.00434640444437151,578.9171491350446,572.581298828125,-0.0077696775233381254
NVDA,2024-04-26,87.72029113769531,0.06175570873787484,81.8228519984654,85.78004419235955,0.03708725603646079
BTC-USD,2018-03-23,8879.6201171875,0.017316940467241304,8603.149972098214,9334.728515625,-0.022488995834565095
TQQQ,2019-01-10,10.152731895446776,0.00961771813297485,9.446015630449567,9.414597761063348,0.023628054551833255
ORCL,2022-07-27,73.45417785644531,0.024854770869931375,71.78617749895368,69.37548646472749,-0.011087287930946266
SPY,2019-11-11,285.4375915527344,-0.0019096980455367563,284.73144095284596,280.2832728794643,0.002465965409090609
NVDA,2019-10-25,5.088748931884766,0.03901267761601557,4.879445144108364,4.641045252482097,0.00907275732442181
BTC-USD,2017-09-26,3892.35009765625,-0.00858873380148717,3780.19287109375,3923.8728608630954,0.06604413296914613
BTC-USD,2024-02-12,49958.22265625,0.034461993507690414,46553.58258928572,43572.55357142857,0.010940478338881565
SOXL,2021-04-07,42.483436584472656,0.0,39.689540318080354,35.82256362551735,-0.035999893704253605
SOXL,2024-06-21,57.93439865112305,-0.030323177401927248,60.5523932320731,54.09722664242699,-0.0800121638437088
SPY,2022-06-29,367.93804931640625,-0.0008145744600532856,368.60142299107144,377.0960984002976,-0.020432671719658457
QQQ,2022-10-20,265.4773864746094,-0.00510180274600025,263.91026088169644,268.31946236746654,-0.003646743450008705
QQQ,2020-11-04,279.7817077636719,0.04463856689500956,269.08846173967635,275.83697509765625,0.01729750481893344
TQQQ,2020-01-31,22.657371520996097,-0.04914703704424095,23.489030020577566,23.1090331304641,0.011296047512611151
SPY,2018-10-09,260.860595703125,-0.001459399023850949,262.8950631277902,263.0905253092448,0.0
QQQ,2021-02-03,318.8479919433594,-0.003967252979276914,315.4594464983259,311.8918195452009,0.016314020256277262
QQQ,2024-08-05,434.7590637207031,-0.029816116243490787,456.39437430245533,475.4105035691034,-0.023734986290475435
NVDA,2019-11-12,5.214885234832764,0.0068690291302626605,5.194910526275635,5.024892330169678,0.0019252045443349797
SPY,2023-10-19,420.7405395507813,-0.008786303291349662,427.10729544503346,424.1022106352307,-0.01332514901526427
BTC-USD,2023-06-26,30271.130859375,-0.006861189753050945,30037.517578125,27484.527808779763,-0.002240147837737516
SPY,2024-09-30,573.760009765625,0.0040072780371684935,570.969988141741,559.9367646716889,-0.0014503182029491635
TQQQ,2018-12-31,8.955873489379883,0.022639514364291013,8.45902054650443,10.144971915653773,-0.004124369404512218
NVDA,2024-03-13,90.87276458740234,-0.011151909283048989,89.04735456194196,80.51259068080357,0.07157188374196055
SOXL,2022-09-06,12.184091567993164,-0.034214691746045967,13.739687510899135,17.33997853597005,-0.02723151731301332
QQQ,2018-10-23,166.4611358642578,-0.003680170396930693,167.45065307617188,171.7765815371559,0.005144005250123929
NVDA,2021-12-13,28.11617851257324,-0.06745474813485908,30.498807907104492,31.17966025216239,-0.009576946206721115
QQQ,2022-06-30,276.0006103515625,-0.012403179838845868,281.3800702776228,285.7457900274368,0.0009171313713360885
TQQQ,2017-02-13,6.434185981750488,0.01756619211797661,6.2219279153006415,5.996217273530506,0.009898514579276041
SPY,2024-09-03,550.3917846679688,-0.020579027558321306,557.8446393694196,545.9591994512649,0.009546019136774886
SOXL,2016-11-30,3.41157865524292,-0.017979935334025976,3.466780866895403,3.0752355257670083,-0.005783589205504258
BTC-USD,2017-09-22,3630.699951171875,-9.366128904286786e-05,3766.539969308036,4042.0114164806546,-0.07038234374377883
QQQ,2022-07-15,287.41363525390625,0.018139326616201323,285.54407174246654,281.17654564267116,0.0035707989300513
TQQQ,2022-01-24,55.64170455932617,0.014469792964865835,62.18713215419224,72.42421994890485,-0.08419528389670972
ORCL,2017-12-18,42.73909378051758,-0.012215459072895785,44.36946977887835,43.90748687017532,-0.03765657326006333
QQQ,2017-03-30,125.67684173583984,0.0016635089366858757,124.53702545166016,124.33711533319382,0.004633860622777597
NVDA,2022-12-27,14.11171054840088,-0.07135338254794388,15.71493925367083,16.445789019266766,-0.008670532278455712
BTC-USD,2017-07-11,2337.7900390625,-0.014655064012102925,2504.1914411272323,2552.3552362351193,-0.05792470188153198
SPY,2019-08-23,262.47174072265625,-0.025687326556198098,266.6353062220982,268.70943341936385,-0.00030792242846267026
ORCL,2021-08-30,85.26573944091797,0.0011191873628393356,84.80275508335659,85.23942129952567,0.007100748442882887
NVDA,2022-04-28,19.75387954711914,0.07423297426760755,19.695819309779576,22.617470605032786,-0.019853054800982428
NVDA,2019-10-29,5.0484442710876465,-0.01871460836282557,4.968049730573382,4.716724713643392,0.011000123689546726
QQQ,2019-02-27,167.24566650390625,-0.0006334135061412116,166.51898193359375,163.97225152878534,0.0010372214076146413
SPY,2017-05-31,213.11338806152344,-0.00024831661520907655,212.67333330426897,211.46027337937127,-0.0008690323045290604
NVDA,2021-08-10,19.898326873779297,-0.01768902001701078,20.11520004272461,19.55400058201381,-0.003486192925132081
BTC-USD,2020-08-06,11779.7734375,0.002788023660583505,11445.1015625,10404.384114583334,0.04828976175167332
QQQ,2023-10-05,356.24664306640625,-0.002946620465735017,355.55287388392856,361.9701668875558,0.013608757906488966
NVDA,2023-02-15,22.749019622802734,-0.00901151061825789,22.20009640284947,20.41379719688779,0.05429606847429902
BTC-USD,2021-05-23,34770.58203125,-0.0736893688644572,39120.57142857143,48910.415736607145,0.006217486259949112
SOXL,2020-12-30,30.122329711914062,0.051699771516931836,28.94315501621791,29.12737800961449,-0.007687557937201661
ORCL,2019-01-07,43.18966293334961,0.01584276762176251,41.49275588989258,41.67956379481724,0.043099430332430355
ORCL,2017-06-05,40.81999588012695,0.005694197345333274,40.464430127825054,40.144835880824495,-0.002839249342060035
BTC-USD,2020-02-03,9293.521484375,-0.005441113304621492,9366.500558035714,8919.667503720239,-0.0051645279666768795
ORCL,2019-12-13,50.46188735961914,-0.034708737137902124,51.302985600062776,51.66534550984701,0.0028413257129475955
QQQ,2017-04-10,125.24992370605467,0.0003785370700035706,125.39224025181362,124.83773694719586,-0.00052980511588685
QQQ,2020-08-11,258.6012878417969,-0.018941349833261012,263.62894548688615,257.49337187267486,-0.004273204742164416
TQQQ,2017-08-23,8.683815002441406,-0.011181496960560589,8.673697199140276,8.829689888727097,0.044514628707879256
BTC-USD,2018-07-31,7780.43994140625,-0.04890178082675012,8095.644321986607,7399.740931919643,-0.004621301393359478
SOXL,2020-10-16,19.972009658813477,-0.014267354580903668,20.144651685442245,17.399701708839054,-0.007892113900774822
SPY,2019-08-13,269.5667724609375,0.015551690253402528,266.61820329938615,272.36929466610866,-0.012173532433414014
NVDA,2024-10-04,124.91999816894533,0.01684981457496959,121.5,117.29823121570405,0.03365586917420926
TQQQ,2016-11-29,5.157649993896484,0.009610568582526513,5.1001017434256415,4.902140503837948,-0.005561788538421708
TQQQ,2019-12-09,18.47925567626953,-0.012281675804945769,18.311668395996094,18.208123070853098,0.030920937436085927
TQQQ,2019-02-04,11.63248062133789,0.03662999429228586,10.926110812595912,10.388763109842936,-0.012763105489035587
ORCL,2022-07-01,68.3078842163086,0.01431224352599636,67.09344264439174,67.04295258294968,0.009536070005520703
TQQQ,2023-03-20,24.156444549560547,0.010582001716043399,22.57622037615095,22.164833613804408,-0.014835733202065216
ORCL,2017-02-23,38.024925231933594,0.010585696307623405,37.1625611441476,36.13413111368815,0.00567766395011704
BTC-USD,2021-12-03,53598.24609375,-0.05098586481791345,56311.631138392855,58222.73976934524,-0.013140205787574133
QQQ,2019-05-07,179.75994873046875,-0.019479573136145234,182.68450273786272,181.40353102911087,-0.006122195245003903
BTC-USD,2018-12-26,3857.297607421875,0.010957144913857908,3970.790771484375,3632.1312081473216,-0.06450950206818629
BTC-USD,2022-03-17,40951.37890625,-0.00467993171076464,39521.35658482143,40084.776041666664,0.04588714481344902
TQQQ,2023-05-08,27.829816818237305,0.008153203390157238,27.112683159964426,26.59685062226795,0.061324297835565034
BTC-USD,2024-02-06,43084.671875,0.009986338686479135,42880.48716517857,41932.146391369046,0.0017632602500394778
QQQ,2023-08-18,355.1763610839844,-0.001254951174555874,361.40172903878346,369.35228038969495,-0.010922925267197514
ORCL,2022-10-14,62.58232116699219,-0.013650344103914858,61.98626218523298,62.62299401419504,0.022264020065423162
BTC-USD,2019-11-19,8206.1455078125,-0.012412693864603863,8521.78822544643,8929.048874627977,-0.031323177646423006
ORCL,2022-03-08,70.40352630615234,-0.013321014366615369,73.05613054547992,74.29236493791852,-0.028369585656567553
BTC-USD,2023-04-19,28822.6796875,-0.0518092051895368,30026.270647321428,29034.310360863095,0.032348662229154
BTC-USD,2017-03-16,1187.81005859375,-0.049455372061888436,1203.3242885044642,1208.1695207868304,0.007749988186743995
BTC-USD,2022-04-23,39486.73046875,-0.0063811726165236005,40453.53013392857,41786.87072172619,-0.019420038833716236
NVDA,2023-09-07,46.227012634277344,-0.01742426920623219,48.23424257550921,45.75170571463449,-0.030549529310973322
BTC-USD,2021-05-16,46456.05859375,-0.0065040138312105755,50646.83984375,54424.700892857145,-0.06255641898138342
TQQQ,2021-08-11,65.02986145019531,-0.00540274997534973,65.81380680629185,64.2691643124535,-0.014946219082783041
QQQ,2018-07-06,168.4061279296875,0.015556420307219598,165.04012407575334,166.96735345749627,0.012411813641601599
