price_return,ma7,ma21,lagged_return,ticker,business_date,actual_price,rf_predicted_price,xgb_predicted_price,lr_predicted_price,best_model,expected_return
0.01830903590538524,49.43564224243164,50.15727706182571,0.0053129093838020225,ORCL,2020-01-02,49.9434814453125,49.88725444793701,49.975407,50.06178631356514,lr,0.002368774959795017
-0.003521971246795097,49.44225474766323,50.120687757219585,0.01830903590538524,ORCL,2020-01-03,49.767581939697266,49.46441917419433,49.85111,49.68478197833256,lr,-0.0016637328585711521
0.005208460684518856,49.52160426548549,50.104377201625276,-0.003521971246795097,ORCL,2020-01-06,50.02679443359375,49.749638900756835,49.61515,49.47791145678962,lr,-0.010971779883532706
0.002220489752195798,49.59962953839983,50.08145414079939,0.005208460684518856,ORCL,2020-01-07,50.13787841796875,49.889536170959474,49.671658,49.711767349977315,lr,-0.008498785378176726
0.003894747029370871,49.72010040283203,50.061217353457494,0.002220489752195798,ORCL,2020-01-08,50.333152770996094,49.95940761566162,49.803074,49.83157935628725,lr,-0.009965070477323045
0.004618351811439547,49.974286215645925,50.030890510195775,0.003894747029370871,ORCL,2020-01-09,50.565608978271484,50.06788494110108,49.831863,50.20597605963536,lr,-0.007112203845713808
0.0012871666348182043,50.20074190412249,49.98118046351841,0.004618351811439547,ORCL,2020-01-10,50.63069534301758,50.3648380279541,50.05353,50.38572011129181,lr,-0.004838472591894827
0.0023877130311147354,50.31618554251535,49.915626525878906,0.0012871666348182043,ORCL,2020-01-13,50.7515869140625,50.37574474334717,50.714947,50.47837915030444,lr,-0.00538323588227262
0.005496675341605695,50.49660982404436,49.85630380539667,0.0023877130311147354,ORCL,2020-01-14,51.03055191040039,50.61384815216064,50.874367,50.83746621625549,lr,-0.0037837273342431893
-0.002186755481446867,50.62406212942941,49.87806919642857,0.005496675341605695,ORCL,2020-01-15,50.91896057128906,50.41916896820069,50.694317,50.804981833999506,lr,-0.0022384340923452474
0.012235074654819877,50.82464490618025,49.95242400396438,-0.002186755481446867,ORCL,2020-01-16,51.54195785522461,51.51174171447754,51.984562,51.31045458288574,lr,-0.004491549835750042
-0.005412090443524975,50.957481384277344,50.064190637497674,0.012235074654819877,ORCL,2020-01-17,51.26300811767578,51.48434574127197,51.614643,51.238578775231574,lr,-0.00047654914023245374
0.0016324993730600923,51.06906509399414,50.155697232200986,-0.005412090443524975,ORCL,2020-01-21,51.34669494628906,51.58332290649414,51.43832,51.1082364921295,lr,-0.004644085747076829
-0.009054675745462815,51.104932512555806,50.2316765558152,0.0016324993730600923,ORCL,2020-01-22,50.88176727294922,51.13178009033203,51.051113,50.964357888056064,lr,0.0016231868414435685
0.004751487252921072,51.158067430768696,50.30329840523856,-0.009054675745462815,ORCL,2020-01-23,51.123531341552734,51.25269073486328,51.42374,51.19336530461089,lr,0.001365984728081532
-0.016551672780679705,51.050467354910715,50.32977730887277,0.004751487252921072,ORCL,2020-01-24,50.27735137939453,50.565865707397464,50.14218,50.71191948453857,lr,0.0086434168312641
-0.025522336805740453,50.77549525669643,50.307053883870445,-0.016551672780679705,ORCL,2020-01-27,48.99415588378906,49.72091606140137,49.69708,49.49726717126001,lr,0.010268802031497343
0.014613590475635707,50.5138064793178,50.31269364129929,-0.025522336805740453,ORCL,2020-01-28,49.71013641357422,50.48386730194092,50.170044,50.32053816215891,lr,0.01227922095216805
-0.0048633995267056696,50.25743048531668,50.311670757475355,0.014613590475635707,ORCL,2020-01-29,49.46837615966797,50.21783786773682,50.728485,50.459045320141406,lr,0.02002631251278346
0.002067808064844634,50.00371224539621,50.34902118501209,-0.0048633995267056696,ORCL,2020-01-30,49.5706672668457,49.78950801849365,49.602905,49.85546719349954,lr,0.0057453317124161836
-0.016132250703423945,49.702171325683594,50.335948580787296,0.002067808064844634,ORCL,2020-01-31,48.77098083496094,49.12783985137939,49.102165,49.07036010846248,lr,0.006138471451181817
0.01220224919476065,49.45110920497349,50.30845405941918,-0.016132250703423945,ORCL,2020-02-03,49.36609649658203,49.420774612426754,49.3434,49.25171014306784,lr,-0.0023171034704376836
0.01789409896865979,49.44712448120117,50.331400553385414,0.01220224919476065,ORCL,2020-02-04,50.24945831298828,50.01181453704834,50.170696,50.2207343333073,lr,-0.0005716276482438891
0.012953561007042369,49.71944046020508,50.37299928211031,0.01789409896865979,ORCL,2020-02-05,50.900367736816406,50.26709171295166,50.389133,50.5201501403557,lr,-0.007469839872800967
-0.0005480683606797765,49.88548823765346,50.407979874383834,0.012953561007042369,ORCL,2020-02-06,50.87247085571289,49.902057037353515,49.99525,50.108534738379625,lr,-0.015016689861594903
0.00018273964444737167,50.0874012538365,50.43410437447684,-0.0005480683606797765,ORCL,2020-02-07,50.88176727294922,50.07184020996094,49.77906,49.99308444395511,lr,-0.017465643915764023
0.0049340435661082704,50.31056594848633,50.46111442929222,0.00018273964444737167,ORCL,2020-02-10,51.13282012939453,50.38251735687256,50.385677,50.43339710033332,lr,-0.013678553760408246
0.002909693272880487,50.6692259652274,50.49210993448893,0.0049340435661082704,ORCL,2020-02-11,51.28160095214844,50.52605209350586,50.43781,50.910110466922625,lr,-0.007244128075729457
0.01051686939175922,51.019915444510325,50.543030693417506,0.002909693272880487,ORCL,2020-02-12,51.8209228515625,51.67692157745361,51.582237,51.51780326113897,lr,-0.005849366891666382
-0.007536285354885708,51.18861934116909,50.56207039242699,0.01051686939175922,ORCL,2020-02-13,51.43038558959961,51.81536766052246,51.62496,51.30212479680794,lr,-0.002493871887626071
